"Status_Checking","Duration","Credit_history","Purpose","Credit_amount","Saving","Empolyment_duration","Installment_rate","Otherdebtors","Residence_Year","Property","Age","Other_installment_plan","Housing","Exisiting_credits","Job","Liable_People","Telephone","Foreign_worker","Credit_default","Sex","Marital_status"
"499",">200$",6,"other_credits_existing_other_bank","car_new",1323,">100<500",">=7years",2,"no",4,"car_other",28,"no","own",2,"skilled",2,"yes","yes",0,"M","divorced"
"500","<0$",24,"existing_credits_paid_back_duly_till_now","car_new",3123,"<100$","<1year",4,"no",1,"life_insurance",27,"no","own",1,"skilled",1,"no","yes",1,"F","divorced"
"501","<0$",36,"existing_credits_paid_back_duly_till_now","car_used",5493,"<100$",">=7years",2,"no",4,"no_property",42,"no","for_free",1,"skilled",2,"no","yes",0,"M","single"
"502",">200$",9,"existing_credits_paid_back_duly_till_now","radio_television",1126,">100<500",">=7years",2,"no",4,"real_estate",49,"no","own",1,"skilled",1,"no","yes",0,"M","divorced"
"503",">0<200$",24,"other_credits_existing_other_bank","radio_television",1216,">100<500","<1year",4,"no",4,"no_property",38,"bank","own",2,"skilled",2,"no","yes",1,"M","single"
"504","<0$",24,"existing_credits_paid_back_duly_till_now","car_new",1207,"<100$","<1year",4,"no",4,"life_insurance",24,"no","rent",1,"skilled",1,"no","yes",1,"F","divorced"
"505","no_savings",10,"existing_credits_paid_back_duly_till_now","car_new",1309,"no_savings",">1year<=4years",4,"guarantor",4,"life_insurance",27,"no","own",1,"unskilled",1,"no","yes",1,"M","single"
"506",">200$",15,"other_credits_existing_other_bank","car_used",2360,">500<1000",">1year<=4years",2,"no",2,"car_other",36,"no","own",1,"skilled",1,"yes","yes",0,"M","single"
"507",">0<200$",15,"all_credits_paid","car_new",6850,">100<500","unemployed",1,"no",2,"life_insurance",34,"no","own",1,"self-employed",2,"yes","yes",1,"M","single"
"508","no_savings",24,"existing_credits_paid_back_duly_till_now","radio_television",1413,"<100$",">1year<=4years",4,"no",2,"life_insurance",28,"no","own",1,"skilled",1,"no","yes",0,"M","married"
"509","no_savings",39,"existing_credits_paid_back_duly_till_now","car_used",8588,">100<500",">=7years",4,"no",2,"car_other",45,"no","own",1,"self-employed",1,"yes","yes",0,"M","single"
"510","<0$",12,"existing_credits_paid_back_duly_till_now","car_new",759,"<100$",">4years<=7years",4,"no",2,"real_estate",26,"no","own",1,"skilled",1,"no","yes",1,"M","single"
"511","no_savings",36,"existing_credits_paid_back_duly_till_now","car_used",4686,"<100$",">1year<=4years",2,"no",2,"no_property",32,"no","for_free",1,"self-employed",1,"yes","yes",0,"M","single"
"512",">200$",15,"existing_credits_paid_back_duly_till_now","business",2687,"<100$",">4years<=7years",2,"no",4,"life_insurance",26,"no","rent",1,"skilled",1,"yes","yes",0,"M","single"
"513",">0<200$",12,"delay_pay_past","radio_television",585,"<100$",">1year<=4years",4,"co_applicant",4,"real_estate",20,"no","rent",2,"skilled",1,"no","yes",0,"M","married"
"514","no_savings",24,"existing_credits_paid_back_duly_till_now","car_new",2255,"no_savings","<1year",4,"no",1,"life_insurance",54,"no","own",1,"skilled",1,"no","yes",0,"M","single"
"515","<0$",6,"other_credits_existing_other_bank","car_new",609,"<100$",">4years<=7years",4,"no",3,"life_insurance",37,"no","own",2,"skilled",1,"no","no",0,"F","divorced"
"516","<0$",6,"other_credits_existing_other_bank","car_new",1361,"<100$","<1year",2,"no",4,"real_estate",40,"no","own",1,"unskilled",2,"no","no",0,"M","single"
"517","no_savings",36,"other_credits_existing_other_bank","furniture/equipment",7127,"<100$","<1year",2,"no",4,"life_insurance",23,"no","rent",2,"skilled",1,"yes","yes",1,"F","divorced"
"518","<0$",6,"existing_credits_paid_back_duly_till_now","car_new",1203,">100<500",">=7years",3,"no",2,"life_insurance",43,"no","own",1,"skilled",1,"yes","yes",0,"M","single"
"519","no_savings",6,"other_credits_existing_other_bank","radio_television",700,"no_savings",">=7years",4,"no",4,"no_property",36,"no","for_free",2,"skilled",1,"no","yes",0,"M","single"
"520","no_savings",24,"other_credits_existing_other_bank","repairs",5507,"<100$",">=7years",3,"no",4,"no_property",44,"no","for_free",2,"skilled",1,"no","yes",0,"M","single"
"521","<0$",18,"existing_credits_paid_back_duly_till_now","radio_television",3190,"<100$",">1year<=4years",2,"no",2,"real_estate",24,"no","own",1,"skilled",1,"no","yes",1,"F","divorced"
"522","<0$",48,"no_credits_taken","furniture/equipment",7119,"<100$",">1year<=4years",3,"no",4,"no_property",53,"no","for_free",2,"skilled",2,"no","yes",1,"M","single"
"523","no_savings",24,"existing_credits_paid_back_duly_till_now","car_used",3488,">100<500",">4years<=7years",3,"no",4,"car_other",23,"no","own",1,"skilled",1,"no","yes",0,"F","divorced"
"524",">0<200$",18,"existing_credits_paid_back_duly_till_now","radio_television",1113,"<100$",">1year<=4years",4,"guarantor",4,"real_estate",26,"no","own",1,"unskilled",2,"no","yes",0,"F","divorced"
"525",">0<200$",26,"existing_credits_paid_back_duly_till_now","car_used",7966,"<100$","<1year",2,"no",3,"car_other",30,"no","own",2,"skilled",1,"no","yes",0,"M","single"
"526","no_savings",15,"other_credits_existing_other_bank","education",1532,">100<500",">1year<=4years",4,"no",3,"car_other",31,"no","own",1,"skilled",1,"no","yes",0,"F","divorced"
"527","no_savings",4,"other_credits_existing_other_bank","radio_television",1503,"<100$",">4years<=7years",2,"no",1,"real_estate",42,"no","own",2,"unskilled",2,"no","yes",0,"M","single"
"528","<0$",36,"existing_credits_paid_back_duly_till_now","radio_television",2302,"<100$",">1year<=4years",4,"no",4,"car_other",31,"no","rent",1,"skilled",1,"no","yes",1,"M","divorced"
"529","<0$",6,"existing_credits_paid_back_duly_till_now","car_new",662,"<100$","<1year",3,"no",4,"real_estate",41,"no","own",1,"unskilled",2,"yes","yes",0,"M","single"
"530",">0<200$",36,"existing_credits_paid_back_duly_till_now","education",2273,"<100$",">4years<=7years",3,"no",1,"car_other",32,"no","own",2,"skilled",2,"no","yes",0,"M","single"
"531",">0<200$",15,"existing_credits_paid_back_duly_till_now","car_new",2631,">100<500",">1year<=4years",2,"no",4,"car_other",28,"no","rent",2,"skilled",1,"yes","yes",1,"F","divorced"
"532","no_savings",12,"delay_pay_past","car_used",1503,"<100$",">1year<=4years",4,"no",4,"real_estate",41,"no","rent",1,"skilled",1,"no","yes",0,"M","married"
"533","no_savings",24,"existing_credits_paid_back_duly_till_now","radio_television",1311,">100<500",">4years<=7years",4,"no",3,"life_insurance",26,"no","own",1,"skilled",1,"yes","yes",0,"M","married"
"534","no_savings",24,"existing_credits_paid_back_duly_till_now","radio_television",3105,"no_savings","<1year",4,"no",2,"car_other",25,"no","own",2,"skilled",1,"no","yes",0,"M","single"
"535",">200$",21,"other_credits_existing_other_bank","education",2319,"<100$","<1year",2,"no",1,"car_other",33,"no","rent",1,"skilled",1,"no","yes",1,"M","divorced"
"536","<0$",6,"existing_credits_paid_back_duly_till_now","car_new",1374,"no_savings","unemployed",4,"no",3,"life_insurance",75,"no","own",1,"self-employed",1,"yes","yes",0,"F","divorced"
"537",">0<200$",18,"other_credits_existing_other_bank","furniture/equipment",3612,"<100$",">=7years",3,"no",4,"life_insurance",37,"no","own",1,"skilled",1,"yes","yes",0,"F","divorced"
"538","<0$",48,"existing_credits_paid_back_duly_till_now","car_new",7763,"<100$",">=7years",4,"no",4,"no_property",42,"bank","for_free",1,"self-employed",1,"no","yes",1,"M","single"
"539",">200$",18,"existing_credits_paid_back_duly_till_now","furniture/equipment",3049,"<100$","<1year",1,"no",1,"life_insurance",45,"stores","own",1,"unskilled",1,"no","yes",0,"F","divorced"
"540",">0<200$",12,"existing_credits_paid_back_duly_till_now","radio_television",1534,"<100$","<1year",1,"no",1,"real_estate",23,"no","rent",1,"skilled",1,"no","yes",1,"M","married"
"541","no_savings",24,"delay_pay_past","car_new",2032,"<100$",">=7years",4,"no",4,"no_property",60,"no","for_free",2,"skilled",1,"yes","yes",0,"M","single"
"542","<0$",30,"existing_credits_paid_back_duly_till_now","furniture/equipment",6350,"no_savings",">=7years",4,"no",4,"life_insurance",31,"no","own",1,"skilled",1,"no","yes",1,"M","single"
"543",">200$",18,"existing_credits_paid_back_duly_till_now","furniture/equipment",2864,"<100$",">1year<=4years",2,"no",1,"real_estate",34,"no","own",1,"unskilled",2,"no","yes",1,"M","single"
"544","no_savings",12,"other_credits_existing_other_bank","car_new",1255,"<100$",">=7years",4,"no",4,"real_estate",61,"no","own",2,"unskilled",1,"no","yes",0,"M","single"
"545","<0$",24,"delay_pay_past","car_new",1333,"<100$","unemployed",4,"no",2,"real_estate",43,"no","for_free",2,"skilled",2,"no","yes",1,"M","single"
"546","no_savings",24,"other_credits_existing_other_bank","car_new",2022,"<100$",">1year<=4years",4,"no",4,"car_other",37,"no","own",1,"skilled",1,"yes","yes",0,"F","divorced"
"547","no_savings",24,"existing_credits_paid_back_duly_till_now","radio_television",1552,"<100$",">4years<=7years",3,"no",1,"car_other",32,"bank","own",1,"skilled",2,"no","yes",0,"M","single"
"548","<0$",12,"all_credits_paid","radio_television",626,"<100$",">1year<=4years",4,"no",4,"real_estate",24,"bank","own",1,"unskilled",1,"no","yes",1,"F","divorced"
"549","no_savings",48,"other_credits_existing_other_bank","car_used",8858,"no_savings",">4years<=7years",2,"no",1,"no_property",35,"no","for_free",2,"skilled",1,"yes","yes",0,"M","single"
"550","no_savings",12,"other_credits_existing_other_bank","repairs",996,"no_savings",">4years<=7years",4,"no",4,"real_estate",23,"no","own",2,"skilled",1,"no","yes",0,"F","divorced"
"551","no_savings",6,"all_credits_paid","radio_television",1750,">500<1000",">=7years",2,"no",4,"life_insurance",45,"bank","own",1,"unskilled",2,"no","yes",0,"M","single"
"552","<0$",48,"existing_credits_paid_back_duly_till_now","radio_television",6999,"<100$",">4years<=7years",1,"guarantor",1,"real_estate",34,"no","own",2,"skilled",1,"yes","yes",1,"M","married"
"553",">0<200$",12,"other_credits_existing_other_bank","car_new",1995,">100<500","<1year",4,"no",1,"car_other",27,"no","own",1,"skilled",1,"no","yes",0,"M","single"
"554",">0<200$",9,"existing_credits_paid_back_duly_till_now","education",1199,"<100$",">4years<=7years",4,"no",4,"life_insurance",67,"no","own",2,"self-employed",1,"yes","yes",0,"F","divorced"
"555",">0<200$",12,"existing_credits_paid_back_duly_till_now","radio_television",1331,"<100$","<1year",2,"no",1,"car_other",22,"stores","own",1,"skilled",1,"no","yes",1,"M","single"
"556",">0<200$",18,"no_credits_taken","car_new",2278,">100<500","<1year",3,"no",3,"car_other",28,"no","own",2,"skilled",1,"no","yes",1,"F","divorced"
"557","no_savings",21,"no_credits_taken","car_new",5003,"no_savings",">1year<=4years",1,"no",4,"life_insurance",29,"bank","own",2,"skilled",1,"yes","yes",1,"F","divorced"
"558","<0$",24,"all_credits_paid","furniture/equipment",3552,"<100$",">4years<=7years",3,"no",4,"car_other",27,"bank","own",1,"skilled",1,"no","yes",1,"M","single"
"559",">0<200$",18,"other_credits_existing_other_bank","furniture/equipment",1928,"<100$","<1year",2,"no",2,"real_estate",31,"no","own",2,"unskilled",1,"no","yes",1,"M","single"
"560","<0$",24,"existing_credits_paid_back_duly_till_now","car_used",2964,"no_savings",">=7years",4,"no",4,"no_property",49,"bank","for_free",1,"skilled",2,"yes","yes",0,"M","single"
"561","<0$",24,"all_credits_paid","radio_television",1546,"<100$",">4years<=7years",4,"guarantor",4,"car_other",24,"bank","rent",1,"unskilled",1,"no","yes",1,"M","single"
"562",">200$",6,"delay_pay_past","radio_television",683,"<100$","<1year",2,"no",1,"life_insurance",29,"bank","own",1,"skilled",1,"no","yes",0,"F","divorced"
"563",">0<200$",36,"existing_credits_paid_back_duly_till_now","car_new",12389,"no_savings",">1year<=4years",1,"no",4,"no_property",37,"no","for_free",1,"skilled",1,"yes","yes",1,"M","single"
"564",">0<200$",24,"delay_pay_past","business",4712,"no_savings",">1year<=4years",4,"no",2,"life_insurance",37,"bank","own",2,"self-employed",1,"yes","yes",0,"M","single"
"565",">0<200$",24,"delay_pay_past","radio_television",1553,">100<500",">4years<=7years",3,"no",2,"life_insurance",23,"no","rent",2,"skilled",1,"yes","yes",0,"F","divorced"
"566","<0$",12,"existing_credits_paid_back_duly_till_now","car_new",1372,"<100$",">4years<=7years",2,"no",3,"car_other",36,"no","own",1,"skilled",1,"no","yes",1,"M","divorced"
"567","no_savings",24,"other_credits_existing_other_bank","radio_television",2578,">=1000",">=7years",2,"no",2,"car_other",34,"no","own",1,"skilled",1,"no","yes",0,"M","single"
"568",">0<200$",48,"existing_credits_paid_back_duly_till_now","radio_television",3979,"no_savings",">4years<=7years",4,"no",1,"car_other",41,"no","own",2,"skilled",2,"yes","yes",0,"M","single"
"569","<0$",48,"existing_credits_paid_back_duly_till_now","radio_television",6758,"<100$",">1year<=4years",3,"no",2,"car_other",31,"no","own",1,"skilled",1,"yes","yes",1,"F","divorced"
"570","<0$",24,"existing_credits_paid_back_duly_till_now","furniture/equipment",3234,"<100$","<1year",4,"no",4,"real_estate",23,"no","rent",1,"unskilled",1,"yes","yes",1,"F","divorced"
"571","no_savings",30,"other_credits_existing_other_bank","radio_television",5954,"<100$",">4years<=7years",3,"co_applicant",2,"car_other",38,"no","own",1,"skilled",1,"no","yes",0,"M","single"
"572","no_savings",24,"existing_credits_paid_back_duly_till_now","car_used",5433,"no_savings","unemployed",2,"no",4,"life_insurance",26,"no","rent",1,"self-employed",1,"yes","yes",0,"F","divorced"
"573","<0$",15,"existing_credits_paid_back_duly_till_now","business",806,"<100$",">1year<=4years",4,"no",4,"life_insurance",22,"no","own",1,"unskilled",1,"no","yes",0,"F","divorced"
"574",">0<200$",9,"existing_credits_paid_back_duly_till_now","radio_television",1082,"<100$",">=7years",4,"no",4,"car_other",27,"no","own",2,"unskilled",1,"no","yes",0,"M","single"
"575","no_savings",15,"other_credits_existing_other_bank","furniture/equipment",2788,"<100$",">4years<=7years",2,"co_applicant",3,"car_other",24,"bank","own",2,"skilled",1,"no","yes",0,"F","divorced"
"576",">0<200$",12,"existing_credits_paid_back_duly_till_now","radio_television",2930,"<100$",">4years<=7years",2,"no",1,"real_estate",27,"no","own",1,"skilled",1,"no","yes",0,"F","divorced"
"577","no_savings",24,"other_credits_existing_other_bank","education",1927,"no_savings",">1year<=4years",3,"no",2,"car_other",33,"no","own",2,"skilled",1,"yes","yes",0,"F","divorced"
"578",">0<200$",36,"other_credits_existing_other_bank","car_new",2820,"<100$","<1year",4,"no",4,"car_other",27,"no","own",2,"skilled",1,"no","yes",1,"M","divorced"
"579","no_savings",24,"existing_credits_paid_back_duly_till_now","retraining",937,"<100$","<1year",4,"no",3,"car_other",27,"no","own",2,"unskilled",1,"no","yes",0,"M","married"
"580",">0<200$",18,"other_credits_existing_other_bank","car_new",1056,"<100$",">=7years",3,"guarantor",3,"real_estate",30,"bank","own",2,"skilled",1,"no","yes",1,"M","single"
"581",">0<200$",12,"other_credits_existing_other_bank","car_new",3124,"<100$","<1year",1,"no",3,"real_estate",49,"bank","own",2,"unskilled",2,"no","yes",0,"M","single"
"582","no_savings",9,"existing_credits_paid_back_duly_till_now","furniture/equipment",1388,"<100$",">1year<=4years",4,"no",2,"real_estate",26,"no","rent",1,"skilled",1,"no","yes",0,"F","divorced"
"583",">0<200$",36,"existing_credits_paid_back_duly_till_now","repairs",2384,"<100$","<1year",4,"no",1,"no_property",33,"no","rent",1,"unskilled",1,"no","yes",1,"M","single"
"584","no_savings",12,"existing_credits_paid_back_duly_till_now","car_new",2133,"no_savings",">=7years",4,"no",4,"no_property",52,"no","for_free",1,"self-employed",1,"yes","yes",0,"F","divorced"
"585","<0$",18,"existing_credits_paid_back_duly_till_now","furniture/equipment",2039,"<100$",">1year<=4years",1,"no",4,"real_estate",20,"bank","rent",1,"skilled",1,"no","yes",1,"F","divorced"
"586","<0$",9,"other_credits_existing_other_bank","car_new",2799,"<100$",">1year<=4years",2,"no",2,"real_estate",36,"no","rent",2,"skilled",2,"no","yes",0,"M","single"
"587","<0$",12,"existing_credits_paid_back_duly_till_now","furniture/equipment",1289,"<100$",">1year<=4years",4,"guarantor",1,"life_insurance",21,"no","own",1,"unskilled",1,"no","yes",0,"M","single"
"588","<0$",18,"existing_credits_paid_back_duly_till_now","domestic_appliances",1217,"<100$",">1year<=4years",4,"no",3,"real_estate",47,"no","own",1,"unskilled",1,"yes","yes",1,"M","married"
"589","<0$",12,"other_credits_existing_other_bank","furniture/equipment",2246,"<100$",">=7years",3,"no",3,"life_insurance",60,"no","own",2,"skilled",1,"no","yes",1,"M","single"
"590","<0$",12,"other_credits_existing_other_bank","radio_television",385,"<100$",">4years<=7years",4,"no",3,"real_estate",58,"no","own",4,"unskilled",1,"yes","yes",0,"F","divorced"
"591",">0<200$",24,"delay_pay_past","car_new",1965,"no_savings",">1year<=4years",4,"no",4,"car_other",42,"no","rent",2,"skilled",1,"yes","yes",0,"F","divorced"
"592","no_savings",21,"existing_credits_paid_back_duly_till_now","business",1572,">=1000",">=7years",4,"no",4,"real_estate",36,"bank","own",1,"unskilled",1,"no","yes",0,"F","divorced"
"593",">0<200$",24,"existing_credits_paid_back_duly_till_now","car_new",2718,"<100$",">1year<=4years",3,"no",4,"life_insurance",20,"no","rent",1,"unskilled",1,"yes","yes",1,"F","divorced"
"594","<0$",24,"all_credits_paid","car_used0",1358,"no_savings",">=7years",4,"no",3,"car_other",40,"stores","own",1,"self-employed",1,"yes","yes",1,"M","single"
"595",">0<200$",6,"all_credits_paid","car_new",931,">100<500","<1year",1,"no",1,"life_insurance",32,"stores","own",1,"unskilled",1,"no","yes",1,"F","divorced"
"596","<0$",24,"existing_credits_paid_back_duly_till_now","car_new",1442,"<100$",">4years<=7years",4,"no",4,"car_other",23,"no","rent",2,"skilled",1,"no","yes",1,"F","divorced"
"597",">0<200$",24,"no_credits_taken","business",4241,"<100$",">1year<=4years",1,"no",4,"real_estate",36,"no","own",3,"unskilled",1,"yes","yes",1,"M","single"
"598","no_savings",18,"other_credits_existing_other_bank","car_new",2775,"<100$",">4years<=7years",2,"no",2,"life_insurance",31,"bank","own",2,"skilled",1,"no","yes",1,"M","single"
"599","no_savings",24,"delay_pay_past","business",3863,"<100$",">1year<=4years",1,"no",2,"no_property",32,"no","for_free",1,"skilled",1,"no","yes",0,"M","single"
"600",">0<200$",7,"existing_credits_paid_back_duly_till_now","radio_television",2329,"<100$","<1year",1,"guarantor",1,"real_estate",45,"no","own",1,"skilled",1,"no","yes",0,"F","divorced"
"601",">0<200$",9,"existing_credits_paid_back_duly_till_now","furniture/equipment",918,"<100$",">1year<=4years",4,"no",1,"life_insurance",30,"no","own",1,"skilled",1,"no","yes",1,"F","divorced"
"602",">0<200$",24,"all_credits_paid","education",1837,"<100$",">4years<=7years",4,"no",4,"no_property",34,"bank","for_free",1,"unskilled",1,"no","yes",1,"F","divorced"
"603","no_savings",36,"existing_credits_paid_back_duly_till_now","furniture/equipment",3349,"<100$",">1year<=4years",4,"no",2,"car_other",28,"no","own",1,"self-employed",1,"yes","yes",1,"F","divorced"
"604",">200$",10,"existing_credits_paid_back_duly_till_now","furniture/equipment",1275,"<100$","<1year",4,"no",2,"life_insurance",23,"no","own",1,"skilled",1,"no","yes",0,"F","divorced"
"605","<0$",24,"all_credits_paid","furniture/equipment",2828,">500<1000",">1year<=4years",4,"no",4,"real_estate",22,"stores","own",1,"skilled",1,"yes","yes",0,"M","single"
"606","no_savings",24,"other_credits_existing_other_bank","business",4526,"<100$",">1year<=4years",3,"no",2,"real_estate",74,"no","own",1,"self-employed",1,"yes","yes",0,"M","single"
"607",">0<200$",36,"existing_credits_paid_back_duly_till_now","radio_television",2671,">100<500",">1year<=4years",4,"co_applicant",4,"no_property",50,"no","for_free",1,"skilled",1,"no","yes",1,"F","divorced"
"608","no_savings",18,"existing_credits_paid_back_duly_till_now","radio_television",2051,"<100$","<1year",4,"no",1,"real_estate",33,"no","own",1,"skilled",1,"no","yes",0,"M","single"
"609","no_savings",15,"existing_credits_paid_back_duly_till_now","car_used",1300,"no_savings",">=7years",4,"no",4,"no_property",45,"bank","for_free",1,"skilled",2,"no","yes",0,"M","single"
"610","<0$",12,"existing_credits_paid_back_duly_till_now","domestic_appliances",741,">100<500","unemployed",4,"no",3,"life_insurance",22,"no","own",1,"skilled",1,"no","yes",1,"F","divorced"
"611",">200$",10,"existing_credits_paid_back_duly_till_now","car_new",1240,">100<500",">=7years",1,"no",4,"no_property",48,"no","for_free",1,"unskilled",2,"no","yes",1,"F","divorced"
"612","<0$",21,"existing_credits_paid_back_duly_till_now","radio_television",3357,">=1000","<1year",4,"no",2,"car_other",29,"bank","own",1,"skilled",1,"no","yes",0,"F","divorced"
"613","<0$",24,"all_credits_paid","car_used",3632,"<100$",">1year<=4years",1,"guarantor",4,"car_other",22,"bank","rent",1,"skilled",1,"no","no",0,"F","divorced"
"614","no_savings",18,"delay_pay_past","furniture/equipment",1808,"<100$",">4years<=7years",4,"no",1,"real_estate",22,"no","own",1,"skilled",1,"no","yes",1,"F","divorced"
"615",">0<200$",48,"no_credits_taken","business",12204,"no_savings",">1year<=4years",2,"no",2,"car_other",48,"bank","own",1,"self-employed",1,"yes","yes",0,"M","single"
"616",">0<200$",60,"delay_pay_past","radio_television",9157,"no_savings",">1year<=4years",2,"no",2,"no_property",27,"no","for_free",1,"self-employed",1,"no","yes",0,"M","single"
"617","<0$",6,"other_credits_existing_other_bank","car_new",3676,"<100$",">1year<=4years",1,"no",3,"real_estate",37,"no","rent",3,"skilled",2,"no","yes",0,"M","single"
"618",">0<200$",30,"existing_credits_paid_back_duly_till_now","furniture/equipment",3441,">100<500",">1year<=4years",2,"co_applicant",4,"car_other",21,"no","rent",1,"skilled",1,"no","yes",1,"F","divorced"
"619","no_savings",12,"existing_credits_paid_back_duly_till_now","car_new",640,"<100$",">1year<=4years",4,"no",2,"real_estate",49,"no","own",1,"unskilled",1,"no","yes",0,"M","divorced"
"620",">0<200$",21,"other_credits_existing_other_bank","business",3652,"<100$",">4years<=7years",2,"no",3,"life_insurance",27,"no","own",2,"skilled",1,"no","yes",0,"M","single"
"621","no_savings",18,"other_credits_existing_other_bank","car_new",1530,"<100$",">1year<=4years",3,"no",2,"life_insurance",32,"bank","own",2,"skilled",1,"no","yes",1,"M","single"
"622","no_savings",48,"existing_credits_paid_back_duly_till_now","business",3914,"no_savings",">1year<=4years",4,"no",2,"real_estate",38,"bank","own",1,"skilled",1,"no","yes",1,"M","divorced"
"623","<0$",12,"existing_credits_paid_back_duly_till_now","furniture/equipment",1858,"<100$","<1year",4,"no",1,"car_other",22,"no","rent",1,"skilled",1,"no","yes",0,"F","divorced"
"624","<0$",18,"existing_credits_paid_back_duly_till_now","radio_television",2600,"<100$",">1year<=4years",4,"no",4,"no_property",65,"no","for_free",2,"skilled",1,"no","yes",1,"M","single"
"625","no_savings",15,"existing_credits_paid_back_duly_till_now","radio_television",1979,"no_savings",">=7years",4,"no",2,"car_other",35,"no","own",1,"skilled",1,"no","yes",0,"M","single"
"626",">200$",6,"existing_credits_paid_back_duly_till_now","furniture/equipment",2116,"<100$",">1year<=4years",2,"no",2,"real_estate",41,"no","own",1,"skilled",1,"yes","yes",0,"M","single"
"627",">0<200$",9,"all_credits_paid","car_new",1437,">100<500",">4years<=7years",2,"no",3,"no_property",29,"no","own",1,"skilled",1,"no","yes",1,"M","single"
"628","no_savings",42,"other_credits_existing_other_bank","furniture/equipment",4042,">500<1000",">1year<=4years",4,"no",4,"real_estate",36,"no","own",2,"skilled",1,"yes","yes",0,"M","single"
"629","no_savings",9,"existing_credits_paid_back_duly_till_now","education",3832,"no_savings",">=7years",1,"no",4,"real_estate",64,"no","own",1,"unskilled",1,"no","yes",0,"M","single"
"630","<0$",24,"existing_credits_paid_back_duly_till_now","radio_television",3660,"<100$",">1year<=4years",2,"no",4,"car_other",28,"no","own",1,"skilled",1,"no","yes",0,"F","divorced"
"631","<0$",18,"all_credits_paid","furniture/equipment",1553,"<100$",">1year<=4years",4,"no",3,"car_other",44,"bank","own",1,"skilled",1,"no","yes",1,"M","single"
"632",">0<200$",15,"existing_credits_paid_back_duly_till_now","radio_television",1444,"no_savings","<1year",4,"no",1,"life_insurance",23,"no","own",1,"skilled",1,"no","yes",0,"M","single"
"633","no_savings",9,"existing_credits_paid_back_duly_till_now","furniture/equipment",1980,"<100$","<1year",2,"co_applicant",2,"car_other",19,"no","rent",2,"skilled",1,"no","yes",1,"F","divorced"
"634",">0<200$",24,"existing_credits_paid_back_duly_till_now","car_new",1355,"<100$","<1year",3,"no",4,"car_other",25,"no","own",1,"unskilled",1,"yes","yes",1,"F","divorced"
"635","no_savings",12,"existing_credits_paid_back_duly_till_now","education",1393,"<100$",">=7years",4,"no",4,"life_insurance",47,"bank","own",3,"skilled",2,"yes","yes",0,"M","single"
"636","no_savings",24,"existing_credits_paid_back_duly_till_now","radio_television",1376,">500<1000",">4years<=7years",4,"no",1,"car_other",28,"no","own",1,"skilled",1,"no","yes",0,"F","divorced"
"637","no_savings",60,"delay_pay_past","radio_television",15653,"<100$",">4years<=7years",2,"no",4,"car_other",21,"no","own",2,"skilled",1,"yes","yes",0,"M","single"
"638","no_savings",12,"existing_credits_paid_back_duly_till_now","radio_television",1493,"<100$","<1year",4,"no",3,"car_other",34,"no","own",1,"skilled",2,"no","yes",0,"F","divorced"
"639","<0$",42,"delay_pay_past","radio_television",4370,"<100$",">4years<=7years",3,"no",2,"life_insurance",26,"bank","own",2,"skilled",2,"yes","yes",1,"M","single"
"640","<0$",18,"existing_credits_paid_back_duly_till_now","education",750,"<100$","unemployed",4,"no",1,"real_estate",27,"no","own",1,"unemployed",1,"no","yes",1,"F","divorced"
"641",">0<200$",15,"existing_credits_paid_back_duly_till_now","repairs",1308,"<100$",">=7years",4,"no",4,"car_other",38,"no","own",2,"unskilled",1,"no","yes",0,"M","single"
"642","no_savings",15,"existing_credits_paid_back_duly_till_now","education",4623,">100<500",">1year<=4years",3,"no",2,"life_insurance",40,"no","own",1,"self-employed",1,"yes","yes",1,"M","single"
"643","no_savings",24,"other_credits_existing_other_bank","radio_television",1851,"<100$",">4years<=7years",4,"guarantor",2,"car_other",33,"no","own",2,"skilled",1,"yes","yes",0,"M","married"
"644","<0$",18,"other_credits_existing_other_bank","radio_television",1880,"<100$",">4years<=7years",4,"no",1,"life_insurance",32,"no","own",2,"self-employed",1,"yes","yes",0,"M","married"
"645","no_savings",36,"delay_pay_past","business",7980,"no_savings","<1year",4,"no",4,"car_other",27,"no","rent",2,"skilled",1,"yes","yes",1,"M","single"
"646","<0$",30,"no_credits_taken","furniture/equipment",4583,"<100$",">1year<=4years",2,"guarantor",2,"real_estate",32,"no","own",2,"skilled",1,"no","yes",0,"M","divorced"
"647","no_savings",12,"existing_credits_paid_back_duly_till_now","car_new",1386,">500<1000",">1year<=4years",2,"no",2,"life_insurance",26,"no","own",1,"skilled",1,"no","yes",1,"F","divorced"
"648",">200$",24,"existing_credits_paid_back_duly_till_now","car_new",947,"<100$",">4years<=7years",4,"no",3,"no_property",38,"bank","for_free",1,"skilled",2,"no","yes",1,"M","single"
"649","<0$",12,"existing_credits_paid_back_duly_till_now","education",684,"<100$",">1year<=4years",4,"no",4,"car_other",40,"no","rent",1,"unskilled",2,"no","yes",1,"M","single"
"650","<0$",48,"existing_credits_paid_back_duly_till_now","education",7476,"<100$",">4years<=7years",4,"no",1,"no_property",50,"no","for_free",1,"self-employed",1,"yes","yes",0,"M","single"
"651",">0<200$",12,"existing_credits_paid_back_duly_till_now","furniture/equipment",1922,"<100$",">1year<=4years",4,"no",2,"life_insurance",37,"no","own",1,"unskilled",1,"no","yes",1,"M","single"
